Year,Region,Climate_Condition,Average_Temperature_C,CO2_Emissions_Tons,Traffic_Density_VehiclesPerKm2,Population_Density_PeoplePerKm2,Urbanization_Rate_Percent,Green_Cover_Percent,Climate_Change_Index
2010,South America,Arid,4.49,536873972.7,4513.0,1751.04,80.61,41.8,0.9825
2014,South America,Polar,1.94,437710956.94,6281.14,6222.6,63.65,20.47,0.1567
2012,Europe,Temperate,0.68,268605709.23,1506.41,259.46,90.4,69.26,0.5408
2017,North America,Polar,10.56,604400992.74,1929.85,4001.07,25.48,37.56,0.0989
2005,Europe,Polar,25.2,871462258.75,8601.37,9859.74,47.86,17.62,0.3185
2002,Europe,Tropical,0.87,998905795.06,2599.74,1015.93,84.96,36.01,0.5275
2018,Europe,Temperate,8.33,608155005.97,3832.94,4242.69,11.73,61.32,0.9466
2014,Asia,Cold,9.55,405301168.45,8719.15,3078.43,20.1,6.42,0.3912
2024,South America,Tropical,38.82,225981893.12,6648.32,9051.83,99.15,49.17,0.0649
2022,Africa,Cold,37.73,257838993.31,3450.03,8694.71,35.24,40.62,0.3882
2004,Africa,Arid,30.01,479975523.17,6852.81,2384.61,97.8,16.02,0.1457
2009,Asia,Cold,2.08,367910423.58,245.85,821.07,26.43,58.14,0.23
2006,Europe,Polar,-6.6,913900708.1,7369.64,6275.11,42.5,28.98,0.6181
2024,Asia,Cold,5.85,368927172.19,4895.81,3370.32,77.76,24.1,0.0674
2016,Asia,Tropical,3.34,374071146.55,8141.16,6724.12,69.2,58.83,0.4647
2006,North America,Tropical,15.3,384150977.92,9548.64,330.88,62.3,46.5,0.6095
2021,South America,Cold,28.89,836783590.16,9261.6,1342.66,57.69,63.39,0.4219
2011,Africa,Tropical,32.92,651137532.53,9097.19,6866.86,85.91,45.94,0.0191
2024,Europe,Tropical,32.24,614554681.47,5146.09,2131.58,31.15,53.15,0.9855
2016,Africa,Cold,7.98,334808879.36,3633.41,8577.3,49.82,59.37,0.3671
2012,Africa,Temperate,24.36,818086272.66,4677.1,595.32,23.99,8.56,0.7786
2019,South America,Temperate,5.64,39325497.49,6914.47,2162.67,63.63,55.44,0.3256
2024,Africa,Arid,-6.95,870926375.17,8845.78,9985.62,32.55,44.89,0.475
2003,Africa,Tropical,25.08,513237149.89,2109.51,4336.43,40.05,9.52,0.3885
2009,Asia,Cold,-9.51,398851984.63,9186.02,7032.63,52.41,38.06,0.3425
2002,South America,Tropical,10.46,497670113.44,8161.04,1834.8,12.41,10.36,0.0219
2008,North America,Polar,6.47,667748115.0,9789.62,6102.59,18.27,52.84,0.36
2012,Europe,Tropical,24.67,13752661.09,8808.51,7263.8,71.73,40.52,0.8895
2017,Africa,Tropical,28.31,871680304.6,2835.38,3151.62,48.61,66.98,0.6904
2014,Europe,Temperate,5.2,447292785.79,1104.26,8290.68,87.83,16.9,0.1454
2003,North America,Cold,30.58,343623553.18,1166.8,6038.14,72.52,44.39,0.5912
2014,Europe,Tropical,4.7,139107320.07,2947.67,3897.34,10.73,18.75,0.8922
2021,North America,Temperate,12.32,440025908.98,6161.13,5580.85,65.5,44.91,0.7
2001,Asia,Arid,26.35,496826448.51,8052.99,5771.84,18.44,51.97,0.1487
2014,Africa,Temperate,24.65,404243047.8,8997.54,1663.7,80.28,51.95,0.8678
2007,North America,Temperate,39.37,678981433.73,6256.35,4033.3,99.24,57.98,0.3015
2007,Europe,Temperate,1.26,421475632.23,106.03,3440.87,57.81,60.48,0.4541
2016,Africa,Tropical,23.12,961456160.27,1903.85,4015.02,71.45,10.02,0.5261
2011,Asia,Tropical,20.48,599678240.31,1042.28,7613.49,31.36,27.31,0.8505
2018,Africa,Arid,35.75,807670457.72,3665.08,4830.56,49.38,49.66,0.9316
2009,North America,Polar,-2.18,110246547.21,5038.44,9403.76,87.05,37.41,0.9297
2008,Asia,Polar,27.59,397894001.65,481.8,2943.83,25.07,17.39,0.008
2004,Europe,Polar,18.41,337510853.75,3517.36,4162.88,33.9,40.93,0.9219
2005,Asia,Arid,3.73,569912905.75,1832.84,7871.7,50.09,31.48,0.0544
2019,Asia,Polar,13.72,861252406.54,6488.35,5464.79,74.1,30.35,0.2658
2001,South America,Polar,6.69,79259879.54,4669.51,5474.81,43.83,57.63,0.515
2023,Asia,Temperate,18.97,73502223.25,4978.41,542.87,93.5,31.49,0.4799
2012,Asia,Tropical,34.45,850467390.45,4305.53,3992.01,18.5,6.72,0.6047
2005,Africa,Tropical,18.47,213637235.95,9562.4,2714.63,43.37,8.77,0.4794
2004,Europe,Temperate,21.59,669084501.2,2186.61,9993.36,73.81,60.66,0.9344
2024,Africa,Temperate,15.94,543335254.23,5190.81,3090.47,30.34,67.44,0.2405
2000,Africa,Temperate,-7.44,833060701.29,7373.37,8846.12,69.08,49.75,0.274
2020,North America,Tropical,1.64,125963820.93,5590.6,6765.58,24.78,28.68,0.9207
2021,Africa,Polar,14.6,130653182.76,9293.76,3415.75,15.04,66.01,0.0767
2020,South America,Temperate,5.51,557261541.92,3810.79,5439.91,20.89,48.08,0.6096
2005,South America,Arid,-0.91,946432274.71,4663.57,8406.95,93.7,59.88,0.6817
2005,North America,Temperate,15.21,415582760.61,930.8,8834.85,59.66,54.78,0.5055
2022,Europe,Cold,6.14,327615158.15,6109.54,1612.33,81.67,29.64,0.6942
2015,Europe,Temperate,2.91,607082633.87,2917.71,3402.34,39.94,36.12,0.1728
2003,Africa,Tropical,13.2,930518151.94,1645.07,3358.88,63.34,17.1,0.8526
2010,Africa,Temperate,-3.34,837090905.01,5468.09,430.03,54.55,23.98,0.14
2023,Africa,Cold,36.39,995488127.12,5346.49,5986.4,95.12,55.58,0.4008
2022,Europe,Arid,33.39,23546014.62,804.92,8549.65,77.28,63.11,0.0753
2008,Asia,Polar,25.38,113745286.57,6997.24,3821.93,75.75,52.09,0.5452
2022,South America,Temperate,-4.69,609858295.6,6256.53,7402.96,14.17,35.24,0.6697
2002,Asia,Cold,28.79,820755862.89,1930.72,6280.73,59.47,10.62,0.9412
2018,Asia,Cold,30.4,285959097.96,4720.88,3762.73,52.03,8.7,0.7393
2007,Europe,Arid,28.39,239971876.95,7217.21,1419.19,93.51,29.33,0.5411
2004,Asia,Tropical,-4.3,787188823.58,5317.89,7096.15,33.16,35.15,0.9326
2003,North America,Temperate,22.2,57325472.0,3985.12,8547.11,34.29,44.59,0.4784
2023,Africa,Cold,31.72,370013264.94,3257.27,6861.69,47.02,5.42,0.5612
2005,North America,Arid,18.87,506303413.37,6123.42,188.61,31.9,69.33,0.5961
2001,South America,Polar,22.32,560788325.68,9394.13,2170.17,21.63,28.66,0.41
2019,Africa,Cold,12.92,728886541.64,6733.86,704.11,87.17,60.13,0.8385
2010,Asia,Arid,16.44,355490877.71,793.72,5708.16,60.24,39.77,0.1852
2003,South America,Tropical,-8.28,613071660.33,4633.82,7567.21,87.52,13.48,0.5548
2014,Africa,Tropical,21.95,585790047.37,8913.7,1114.69,84.8,56.84,0.7222
2005,Asia,Cold,-5.93,548068484.55,989.9,8384.99,35.38,51.14,0.904
2021,North America,Cold,11.75,640842809.85,9889.31,5559.53,59.3,39.28,0.8839
2016,Africa,Temperate,4.63,260189721.9,9493.24,6902.79,17.49,38.45,0.5087
2023,Asia,Arid,17.27,85564104.83,828.83,9714.3,92.37,10.69,0.6432
2005,North America,Cold,-3.33,120152400.37,9337.46,845.97,46.38,47.63,0.3942
2018,South America,Temperate,24.58,225357800.27,3663.17,9013.23,45.43,64.23,0.4682
2024,South America,Temperate,29.75,500697737.59,8454.86,1269.77,37.25,11.06,0.9063
2001,South America,Cold,-1.83,840602307.8,4212.91,3935.66,51.46,22.13,0.9307
2014,South America,Tropical,-4.78,701592048.75,4436.51,8515.87,32.66,63.65,0.8954
2010,Europe,Arid,-2.72,789251563.6,6360.72,9063.48,43.74,23.48,0.1384
2007,Africa,Arid,33.86,351624648.3,7756.05,5068.65,82.0,47.51,0.8501
2018,Africa,Tropical,16.41,405249087.91,386.2,5945.11,85.08,39.76,0.9484
2012,Europe,Cold,13.36,394288204.1,5951.9,7084.39,37.38,43.76,0.3612
2011,Asia,Arid,-4.66,192681311.22,1907.99,8329.26,52.21,32.03,0.5186
2004,Asia,Cold,22.48,62155441.49,3492.2,1223.9,88.64,24.5,0.7791
2005,South America,Cold,33.4,591325176.73,3512.29,8102.59,14.74,8.15,0.5621
2021,North America,Temperate,31.41,989227466.74,4717.15,4817.95,90.02,53.38,0.9935
2003,Asia,Tropical,21.3,167662875.25,3374.66,4511.73,29.73,53.5,0.4557
2018,North America,Cold,-6.24,47638135.08,1118.24,4244.76,71.07,48.6,0.7139
2019,Africa,Polar,-4.38,779752150.14,1499.01,5097.02,62.43,46.84,0.7926
2000,North America,Tropical,-7.53,253333420.68,382.71,9451.06,59.76,20.84,0.4941
2019,Africa,Arid,2.87,829814161.55,4728.98,5486.56,87.34,6.45,0.857
2016,Europe,Temperate,-3.22,704232730.37,9546.75,9532.24,19.14,57.57,0.5462
2011,Europe,Arid,3.0,945727863.51,1200.97,1811.1,41.23,36.92,0.4117
2014,South America,Arid,9.25,409518308.52,9465.33,7244.12,58.44,24.94,0.1078
2000,Asia,Tropical,37.15,662307869.61,7346.95,8124.27,83.02,11.63,0.3934
2013,South America,Arid,20.52,465389926.03,6393.11,6794.5,29.48,9.08,0.7339
2005,Africa,Cold,31.75,630958108.61,6470.51,6073.15,82.26,27.68,0.9213
2004,South America,Arid,25.52,450149307.1,8275.94,5652.48,45.97,57.31,0.2517
2010,North America,Temperate,-4.37,189443614.18,1113.85,8610.7,27.0,64.72,0.3552
2003,Africa,Temperate,26.8,508389518.59,5072.31,8218.25,78.31,63.29,0.154
2012,Europe,Polar,3.75,529055617.24,6986.06,1231.66,18.18,64.8,0.6907
2010,Asia,Temperate,21.96,810793244.41,5888.86,8487.39,56.33,64.0,0.9602
2002,Africa,Arid,7.05,735785185.09,8336.15,4146.55,15.75,39.27,0.641
2000,Africa,Temperate,39.88,664127832.32,769.1,2544.43,42.08,19.26,0.6171
2005,North America,Tropical,3.18,114273708.46,6922.48,8698.99,64.1,56.87,0.5535
2017,Asia,Temperate,3.96,720895674.37,5363.58,4325.93,60.05,18.89,0.0885
2023,Europe,Cold,36.53,500804851.2,3822.65,8085.56,46.42,22.37,0.7295
2009,Africa,Tropical,-8.77,894205436.57,3435.74,2641.4,48.61,20.16,0.602
2004,Africa,Polar,24.83,919951063.2,6227.28,49.25,30.41,38.47,0.6615
2022,North America,Cold,26.27,56101434.01,8915.4,4959.64,51.03,25.92,0.8988
2009,South America,Arid,31.82,820820918.79,4986.95,1011.28,95.79,15.02,0.784
2011,Europe,Arid,38.72,38659693.03,8256.0,7546.22,86.54,34.46,0.7809
2001,Asia,Arid,38.78,367802456.07,4051.46,2767.99,23.07,61.8,0.9272
2012,Africa,Cold,-6.74,542757675.65,1068.82,4442.02,12.68,42.09,0.9899
2007,Africa,Cold,31.09,148952697.83,661.98,879.47,94.02,62.09,0.5813
2001,Europe,Cold,22.32,746567498.76,560.78,2873.73,57.41,17.73,0.1089
2019,South America,Tropical,22.37,9346349.47,3832.49,7817.09,58.41,15.85,0.4591
2000,Africa,Tropical,-3.58,169430449.39,3405.52,1524.36,80.26,42.41,0.7876
2004,Europe,Arid,22.51,581216033.02,7193.47,6475.12,38.32,35.12,0.0277
2008,North America,Temperate,39.12,714673174.48,7441.07,9175.08,53.37,47.91,0.0569
2016,South America,Arid,35.59,916726459.59,556.0,6801.57,97.18,56.65,0.0672
2008,Asia,Polar,11.96,705791155.28,2250.18,8112.11,70.49,53.83,0.731
2010,Africa,Tropical,-8.0,672107490.98,2778.91,1098.63,23.84,66.25,0.5012
2014,Europe,Cold,8.11,394946805.2,5498.74,2514.81,21.99,30.89,0.3689
2023,North America,Tropical,31.32,2283141.1,1487.93,8946.44,28.38,18.42,0.1056
2005,Asia,Cold,25.07,121039099.48,1382.72,7153.91,79.0,40.81,0.7322
2022,Europe,Polar,12.97,535019990.21,9440.7,6399.14,36.58,12.2,0.321
2002,Europe,Polar,-7.24,675454755.96,8051.82,6641.03,11.92,23.78,0.2653
2016,Asia,Tropical,11.34,418030835.61,1847.52,4147.86,94.98,18.51,0.6523
2004,North America,Cold,13.45,730948332.52,4095.35,455.12,25.27,30.78,0.559
2011,North America,Polar,36.43,522340433.04,3588.44,7846.57,10.86,12.23,0.3624
2017,South America,Arid,22.05,75102019.4,7920.49,6790.35,31.34,7.07,0.6415
2013,Africa,Arid,5.58,192824234.72,5126.62,4733.32,31.15,47.69,0.2712
2020,Asia,Cold,16.27,840158225.02,1322.1,8998.6,47.98,44.67,0.7948
2023,Asia,Tropical,-6.7,725187833.88,7402.97,3368.24,92.84,51.04,0.2293
2010,Asia,Polar,38.63,894867225.03,3999.04,2950.27,89.13,47.93,0.1588
2008,North America,Tropical,8.0,118439691.87,2666.1,8729.24,51.12,12.43,0.7824
2001,Africa,Arid,13.89,990232312.08,3786.21,7971.91,46.98,23.92,0.7079
2011,South America,Polar,7.76,210197307.24,5002.68,5154.65,59.95,13.42,0.1826
2002,Europe,Tropical,24.13,12768096.41,3464.0,1316.04,31.91,59.79,0.1162
2002,Europe,Temperate,23.11,997425516.11,2456.96,2158.56,14.7,53.55,0.8384
2000,Asia,Cold,25.77,281792811.56,4015.1,6565.72,94.53,18.1,0.7766
2007,Africa,Cold,3.41,668351433.06,240.77,3856.56,26.8,27.19,0.3273
2021,North America,Temperate,5.78,177505631.86,7736.35,8366.37,27.86,67.83,0.6582
2007,Africa,Arid,-3.74,580648303.67,1750.9,9500.05,52.52,43.62,0.1242
2010,Africa,Polar,22.78,904130951.47,486.85,8058.31,54.25,57.08,0.507
2008,North America,Cold,-8.01,320860986.26,6554.3,3781.68,11.66,22.2,0.0187
2004,Asia,Temperate,19.88,670583722.07,7750.66,7888.98,23.32,18.65,0.3916
2013,Africa,Temperate,33.48,188715685.21,8147.6,3520.9,44.03,55.95,0.0748
2002,Europe,Arid,34.54,625170603.32,4960.42,1679.33,71.54,49.58,0.4751
2020,North America,Arid,12.45,337113901.47,2093.41,343.6,30.56,49.26,0.4217
2004,South America,Tropical,12.97,211997050.33,7385.42,3863.31,48.07,40.92,0.4444
2004,Asia,Cold,-6.15,313868868.65,7012.15,9036.56,60.16,41.63,0.0453
2018,North America,Tropical,23.54,179662227.44,2500.39,2397.48,89.97,52.82,0.3616
2013,South America,Temperate,31.06,902014191.73,9038.91,2073.07,39.35,22.55,0.7565
2003,South America,Polar,2.23,397789699.43,1088.5,9698.51,22.02,27.93,0.3689
2024,Africa,Polar,11.07,246034025.67,9827.75,259.79,54.03,61.66,0.7152
2012,Africa,Arid,31.94,448959433.17,8609.47,7859.96,77.2,25.08,0.3695
2009,Africa,Polar,33.86,321215630.64,6894.59,3220.49,19.89,40.51,0.4232
2024,North America,Polar,2.16,744674834.56,9390.56,384.5,48.22,50.67,0.5639
2017,North America,Polar,17.53,971248691.97,7237.0,9178.85,11.6,70.0,0.9507
2007,Asia,Temperate,-0.38,438595623.04,1945.05,1405.03,13.02,33.29,0.1089
2007,Africa,Polar,-4.91,861172366.57,4449.45,5522.28,53.47,32.83,0.0329
2006,South America,Polar,35.56,566297210.49,761.46,2747.8,36.84,59.77,0.608
2007,Europe,Polar,31.03,158078429.43,3927.09,661.28,86.06,57.36,0.9491
2013,Asia,Tropical,28.0,690932119.34,7428.95,508.73,64.19,52.52,0.9897
2018,North America,Temperate,-7.56,513921062.63,3895.11,1164.41,50.85,35.11,0.4842
2005,Asia,Arid,32.19,650955916.73,3336.43,722.96,46.71,26.06,0.4681
2000,Asia,Tropical,11.9,889797725.16,5973.79,7607.98,54.75,44.57,0.645
2022,Asia,Cold,7.12,440994136.09,8728.44,4860.81,13.64,61.95,0.5556
2014,Asia,Temperate,17.32,901276445.59,523.45,3435.49,90.35,62.45,0.6341
2000,Europe,Temperate,-5.43,750918345.27,3885.43,4189.51,99.85,12.05,0.874
2024,Africa,Cold,27.83,489116320.95,1624.5,9290.18,26.33,32.84,0.7463
2016,South America,Cold,19.12,603618913.52,6968.77,9108.41,20.83,35.21,0.4969
2000,Asia,Cold,-0.67,326255551.39,1101.96,7159.61,22.92,68.54,0.4619
2014,Asia,Arid,-0.59,983613702.44,6664.84,8847.98,69.49,49.07,0.6396
2022,Asia,Polar,-0.79,667683811.89,2897.5,3203.28,69.53,31.47,0.4557
2001,Africa,Temperate,-7.15,44803005.64,2029.22,3817.28,86.31,6.69,0.4578
2013,North America,Polar,19.39,327295283.84,9366.71,6140.98,77.66,41.75,0.0163
2020,North America,Polar,32.02,623691119.33,234.32,6240.02,50.47,11.24,0.1741
2007,Europe,Cold,-9.13,57276944.52,4405.88,4822.18,65.16,59.24,0.4885
2007,North America,Arid,-7.55,24860307.13,265.19,4012.57,71.95,53.91,0.8227
2018,Asia,Tropical,18.64,450574215.29,4861.75,9861.94,56.15,34.93,0.2787
2006,Asia,Arid,30.97,333357489.51,5035.42,8213.03,52.81,32.9,0.5226
2018,Asia,Polar,6.34,438860309.43,3250.54,4355.45,68.06,63.33,0.345
2005,Europe,Arid,7.48,263430616.57,1365.01,7275.65,60.17,23.75,0.1048
2005,Asia,Cold,19.82,165553029.2,3795.06,2702.92,67.95,21.19,0.9583
2002,North America,Tropical,3.71,689454213.62,6739.02,1010.69,65.16,66.05,0.8547
2006,Africa,Cold,-8.67,515056545.15,7834.84,3530.79,74.73,57.6,0.0785
2018,Africa,Tropical,26.76,200954057.04,5330.97,4035.7,67.85,58.34,0.7198
2007,South America,Polar,21.28,320269836.83,5918.85,175.21,56.78,17.69,0.3476
2009,North America,Tropical,19.04,592216099.76,2046.13,8149.77,71.36,14.31,0.9948
2019,Asia,Tropical,27.08,73157118.92,2908.94,3598.34,50.45,6.69,0.3024
2014,Africa,Tropical,23.76,148305556.26,1660.86,5808.38,31.75,20.41,0.2387
2014,North America,Arid,0.29,74172358.5,2530.49,748.89,10.13,55.32,0.5679
2000,Africa,Arid,7.62,812505015.38,2287.62,1758.22,60.4,20.6,0.8351
2019,Asia,Polar,-3.69,752656823.98,5218.52,8898.04,63.16,52.39,0.1925
2006,Africa,Tropical,-3.51,753559618.95,5648.75,6090.79,97.48,21.37,0.7094
2003,South America,Temperate,23.81,716609018.13,9452.23,9503.34,42.53,30.69,0.0614
2005,South America,Polar,32.93,669716038.25,1995.93,9987.51,45.47,68.91,0.9189
2024,Africa,Tropical,38.14,477514923.46,6434.67,3724.88,28.16,20.91,0.0811
2000,North America,Tropical,21.42,642635885.34,8181.73,2995.04,16.35,29.46,0.9142
2004,North America,Arid,-0.79,39323193.23,5624.4,8584.98,79.55,24.57,0.4908
2022,North America,Polar,-4.72,621842958.23,2587.29,9986.13,32.47,12.13,0.4481
2000,Africa,Tropical,30.64,778099827.83,2662.37,6300.12,64.8,36.84,0.9733
2003,North America,Tropical,18.94,500858002.02,440.57,7953.46,71.9,29.61,0.9904
2021,Asia,Polar,20.91,358155815.1,3089.17,7819.64,52.41,50.17,0.6502
2001,South America,Temperate,29.07,278149308.07,7458.81,3559.84,88.87,58.14,0.1271
2009,Asia,Polar,25.16,643159248.11,522.8,5746.96,49.94,40.38,0.5062
2004,North America,Polar,31.72,693108397.43,2231.99,8332.24,35.64,7.09,0.5292
2009,Asia,Temperate,-7.19,871096632.26,7077.01,6884.26,90.64,45.23,0.5144
2000,North America,Polar,27.38,342991748.38,7837.38,221.43,87.54,8.6,0.5695
2021,Africa,Tropical,32.54,770002535.08,4580.42,3373.69,24.76,45.06,0.0187
2005,Asia,Polar,4.31,561794468.37,6995.84,1453.31,12.34,49.53,0.7112
2012,Africa,Temperate,22.02,882953654.19,3910.12,2337.39,18.1,17.85,0.7124
2014,Africa,Cold,5.71,528284296.19,1641.14,9055.84,35.79,58.26,0.1155
2003,Europe,Polar,37.9,518112198.57,4011.59,378.56,97.5,64.22,0.5702
2012,North America,Arid,-8.33,578299204.36,5820.68,2205.81,60.27,57.85,0.5684
2023,South America,Tropical,18.99,749566039.79,9483.13,3102.6,43.59,24.83,0.6825
2019,North America,Tropical,-1.67,964725788.35,734.07,6172.67,89.98,43.13,0.0854
2023,South America,Arid,25.61,74489790.86,5098.57,5345.68,50.78,64.46,0.6265
2014,North America,Arid,-1.21,54381167.79,3322.75,2190.51,38.37,25.84,0.2808
2007,Africa,Polar,1.77,937612787.07,5107.7,1650.77,94.71,58.3,0.507
2004,Asia,Arid,14.72,530345749.89,288.56,2375.61,86.46,5.62,0.7733
2014,Asia,Cold,35.74,615288111.55,3164.6,5030.27,85.93,5.24,0.7056
2003,Europe,Temperate,0.59,482941177.99,8207.69,2719.07,56.11,54.38,0.1189
2011,South America,Arid,-2.79,94563795.15,5561.72,9476.55,81.05,54.49,0.5912
2012,South America,Arid,27.95,768321289.04,4533.3,4644.01,26.14,56.28,0.9691
2001,South America,Cold,15.03,747477420.44,2890.97,597.37,61.59,65.45,0.1568
2018,Africa,Tropical,35.59,312391618.17,3015.52,7295.37,98.55,12.66,0.8529
2018,South America,Tropical,-2.67,306933005.98,3861.86,3295.16,36.19,20.08,0.7025
2003,Asia,Polar,22.3,838003539.52,8363.93,6538.35,81.49,63.74,0.774
2003,Africa,Cold,1.64,73284900.48,9673.77,2803.15,54.14,16.52,0.282
2010,North America,Temperate,-2.16,881224043.21,4414.62,5711.73,13.58,49.34,0.2879
2004,South America,Temperate,24.17,257405028.21,3963.86,7723.8,78.67,39.48,0.906
2019,South America,Cold,19.68,593391763.01,8473.18,9280.81,25.17,10.41,0.3598
2010,North America,Temperate,27.74,936058184.82,4297.71,2618.66,66.83,23.54,0.063
2009,South America,Tropical,5.47,678444379.04,5542.58,3355.22,17.71,38.82,0.6006
2007,North America,Temperate,12.4,415015382.65,2347.87,4648.02,95.22,60.4,0.1248
2005,Africa,Temperate,10.27,689844674.7,7447.85,9272.48,36.26,50.99,0.7966
2005,Asia,Cold,39.2,344635656.68,5343.28,9014.85,30.38,45.42,0.6417
2007,North America,Cold,4.61,277981157.93,8099.89,907.88,21.62,37.24,0.8747
2022,Europe,Temperate,4.74,996686594.66,7818.29,1327.98,95.14,24.41,0.7848
2014,North America,Arid,7.73,751039440.95,2189.3,4960.14,74.07,12.75,0.1121
2013,South America,Cold,18.23,645075257.4,7170.57,1075.13,76.75,31.59,0.3811
2010,Africa,Polar,2.62,355934353.58,8010.54,3462.35,54.95,6.85,0.7746
2011,Africa,Polar,35.76,50111668.33,3493.77,1492.37,52.73,18.72,0.4173
2012,North America,Tropical,3.28,32025819.16,1767.46,6364.04,19.9,33.11,0.9724
2007,Asia,Temperate,34.79,554627074.19,76.19,9495.46,60.39,32.21,0.7357
2017,Europe,Arid,-4.83,762270688.32,4536.49,9967.37,32.22,7.88,0.0155
2024,Africa,Tropical,22.83,537841811.25,3556.71,3758.66,97.94,43.29,0.88
2000,South America,Temperate,35.35,840944286.87,5571.35,5994.14,81.69,40.73,0.1008
2014,South America,Cold,-1.56,34393106.56,1921.01,8564.11,47.17,10.08,0.1405
2007,Asia,Polar,38.42,367385324.35,8603.67,1183.45,23.62,66.31,0.7345
2010,Africa,Arid,12.64,237833320.78,2614.66,6898.75,80.68,11.46,0.865
2011,North America,Polar,37.29,447825695.19,2302.97,4094.35,20.98,60.56,0.5363
2011,South America,Cold,23.84,73304016.8,4833.1,2069.4,27.04,5.02,0.289
2003,Asia,Temperate,5.08,954177509.93,5013.57,4033.51,29.04,62.35,0.3513
2015,Africa,Cold,-0.58,224032145.67,2190.1,768.84,60.12,6.28,0.3429
2003,Africa,Cold,5.19,922385467.71,2755.01,6957.12,80.84,54.26,0.3267
2004,Africa,Polar,-5.35,426467261.88,1738.57,2534.9,38.29,28.51,0.2429
2023,Africa,Arid,-2.81,985538609.12,7198.68,3120.94,17.62,52.98,0.6089
2004,Africa,Cold,-4.77,554504325.08,7712.39,1219.6,51.81,31.11,0.9004
2007,South America,Polar,11.15,930902031.31,4650.17,8647.94,77.33,9.61,0.3071
2009,Asia,Arid,29.78,6343639.71,7155.17,4939.51,29.95,54.89,0.1867
2016,Africa,Temperate,-2.93,748490567.37,7372.56,5725.75,29.79,9.63,0.8386
2008,Europe,Temperate,-3.48,903147602.45,1425.84,5698.63,95.25,64.94,0.7418
2021,Europe,Tropical,22.17,140580846.41,9663.47,4110.83,95.87,8.31,0.9308
2018,Asia,Polar,-0.14,97029725.88,8219.27,1933.37,99.14,36.16,0.1655
2013,North America,Arid,-5.12,425148034.58,2084.61,7453.88,82.69,52.0,0.1443
2007,North America,Cold,-1.66,933745227.23,1902.34,1279.29,26.94,30.56,0.5414
2008,North America,Temperate,36.19,542844173.63,1300.33,1047.7,29.08,19.12,0.6144
2021,Europe,Arid,31.07,527929007.26,1426.87,7104.35,40.62,54.34,0.4802
2010,North America,Polar,7.7,141984992.18,7494.21,2096.28,38.63,55.98,0.599
2022,South America,Tropical,22.79,1788721.58,4723.06,3074.66,96.09,64.98,0.1804
2000,Africa,Temperate,16.86,810329950.65,7840.2,4757.52,81.02,29.45,0.4796
2013,Europe,Arid,23.86,88486988.42,7475.24,4499.02,75.16,37.91,0.6581
2004,Asia,Arid,24.13,634215968.92,6065.9,7088.71,26.74,28.6,0.4327
2020,Asia,Arid,21.44,914701838.06,6879.35,6238.08,91.86,21.71,0.6794
2013,Africa,Polar,3.31,209443261.25,232.64,6447.52,84.51,53.82,0.4512
2003,Europe,Polar,-8.05,665607563.4,3152.19,7143.4,24.73,27.08,0.3336
2021,North America,Polar,12.78,79619878.13,6396.33,2933.2,88.41,32.83,0.3036
2022,North America,Cold,34.55,604151388.69,142.98,3230.11,34.5,31.24,0.4109
2024,South America,Arid,18.47,164767789.23,378.12,4385.6,17.28,51.32,0.0231
2000,South America,Temperate,31.62,736217606.95,8526.29,3081.55,69.11,64.66,0.6685
2021,North America,Polar,39.58,301930063.5,6856.05,9849.53,68.84,48.34,0.8451
2022,Asia,Polar,-1.82,463927617.8,2690.43,8142.38,18.54,35.65,0.3546
2018,Asia,Arid,24.59,599831111.49,6895.23,1654.9,38.7,55.65,0.046
2007,South America,Polar,23.71,172102137.26,7934.94,65.89,99.35,46.66,0.9868
2014,Africa,Cold,39.0,741896180.8,3102.6,437.4,71.06,8.94,0.2637
2020,North America,Cold,39.28,303337700.3,408.57,2448.19,75.71,11.22,0.1266
2014,South America,Polar,24.33,662709488.05,9331.15,1151.77,29.16,7.46,0.3698
2008,South America,Arid,2.18,159124767.65,3484.54,5338.05,17.09,34.69,0.7386
2020,North America,Arid,29.93,688429541.55,1109.49,8581.37,34.92,58.68,0.2939
2008,North America,Arid,-4.65,129059884.74,4943.98,7370.13,32.4,25.35,0.5747
2009,Asia,Tropical,29.03,425931139.77,7696.25,2163.93,31.11,29.97,0.4156
2019,Africa,Polar,35.51,247958867.67,2255.39,3999.0,27.35,64.12,0.1178
2024,Africa,Arid,9.14,748626874.18,2731.43,5083.86,61.73,59.4,0.3303
2020,North America,Cold,21.53,262772969.5,2465.01,8103.96,39.53,48.23,0.7249
2008,Europe,Temperate,11.51,881835589.09,9917.15,8392.82,83.83,22.34,0.612
2002,South America,Temperate,11.89,891928391.2,2014.17,9098.09,26.56,12.61,0.1198
2019,South America,Arid,5.52,197244873.91,5776.43,5097.36,51.82,6.04,0.1633
2024,North America,Temperate,28.11,614232099.06,9256.38,6945.8,11.23,11.96,0.6407
2010,Europe,Temperate,36.81,88629924.08,1511.62,1126.89,53.35,24.02,0.8134
2005,Asia,Tropical,37.04,392145562.5,9710.0,5657.24,15.03,40.87,0.3495
2001,North America,Cold,-1.26,713608407.77,9477.4,2494.43,98.0,9.16,0.5953
2006,North America,Cold,33.74,659763823.6,8851.49,4322.85,81.15,13.85,0.1706
2017,South America,Tropical,26.87,625075968.74,2184.84,6344.16,54.11,16.77,0.3114
